AccidentExpl;AccidentSeverityCategory;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;AccidentYear;AccidentMonth;AccidentWeekDay;AccidentHour;Latidute_wgs84;Longitude_wgs84;geometry
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Sonntag;0;47.38143732940489;8.517466327048298;POINT (8.51746700061888 47.38144086433213)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;andere;2019;8;Sonntag;1;47.371273131800656;8.52511256191678;POINT (8.525113206988124 47.371276691995355)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;3;47.36247322977608;8.533962126541267;POINT (8.533962762049105 47.36247680758558)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;8;47.41040492111612;8.57256611935545;POINT (8.572567458872074 47.41040821572999)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Sonntag;16;47.35743747569803;8.534745631932884;POINT (8.534746232722688 47.35744107242761)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Dienstag;18;47.36940081408864;8.533826363070634;POINT (8.533827053933724 47.36940436405503)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Dienstag;21;47.36355586299473;8.567267370088057;POINT (8.567268234615847 47.36355936402762)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;9;47.403297710974144;8.502659410471772;POINT (8.502660157533423 47.40330118967674)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;12;47.38304285994257;8.549284081979;POINT (8.549284997095445 47.38304632125832)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;5;47.40982249052516;8.538817759756453;POINT (8.538818847028084 47.40982586775782)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Donnerstag;14;47.41295350018274;8.537795795289501;POINT (8.537796905033495 47.412956867347795)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;15;47.37009605407424;8.504698058339406;POINT (8.504698546695492 47.370099658408655)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;17;47.366222816752654;8.532212059074945;POINT (8.532212712797612 47.36622638291944)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Freitag;12;47.36156826894443;8.576399678665085;POINT (8.576400583651415 47.361571757102936)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;8;Samstag;4;47.389749025119464;8.512614492543417;POINT (8.512615199873803 47.38975253689567)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;7;47.37767546398167;8.522475332939692;POINT (8.522476011777293 47.37767900384852)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Samstag;13;47.371036797501;8.543393403828587;POINT (8.543394174216884 47.37104032064832)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Samstag;18;47.38714550786775;8.5350650570983;POINT (8.535065907891076 47.38714898369799)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Montag;1;47.370729975828596;8.516839254428394;POINT (8.51683983603545 47.37073355457302)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Montag;8;47.38953847374975;8.512040697646814;POINT (8.512041398840669 47.389541987486965)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Montag;19;47.38193138686393;8.529037951631942;POINT (8.529038713708589 47.38193489629646)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Dienstag;2;47.371283211275234;8.524040252911682;POINT (8.52404089045503 47.371286773581865)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Dienstag;9;47.39596754527139;8.526728657380845;POINT (8.526729525249072 47.39597100368311)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Dienstag;13;47.371491025535605;8.536318874600648;POINT (8.536319600076077 47.37149456183965)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;8;47.36472006166107;8.522728388933807;POINT (8.522728964594194 47.36472365295057)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Mittwoch;11;47.37409174336944;8.520945916221509;POINT (8.520946554525512 47.37409530060809)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;20;47.37555933311425;8.516950146289583;POINT (8.516950767660882 47.37556289240243)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Donnerstag;8;47.37764873209563;8.522448304586028;POINT (8.522448983006296 47.37765227212361)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;13;47.369068170708594;8.52905299313678;POINT (8.529053648007226 47.369071731812355)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Freitag;12;47.37694031704964;8.55434798854464;POINT (8.554348884358593 47.37694379197109)
Fussgaengerunfall;Unfall mit Schwerverletzten;True;True;False;Nebenstrasse;2019;8;Freitag;13;47.40435375502855;8.57230487996089;POINT (8.572306156543304 47.404357075050754)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;14;47.36407562091203;8.546095633775273;POINT (8.546096364308069 47.36407916675786)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Samstag;17;47.370178458215584;8.513279617652108;POINT (8.513280169199449 47.37018204603818)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Samstag;18;47.387267552976006;8.48800859052816;POINT (8.48800908740796 47.38727112070459)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Hauptstrasse;2019;8;Sonntag;10;47.36230882364093;8.547422538673432;POINT (8.547423263479198 47.36231237390346)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Sonntag;14;47.38853151128127;8.520669527205616;POINT (8.520670284581604 47.38853501166984)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;16;47.38815763144987;8.520251340694529;POINT (8.520252091743814 47.38816113416829)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;19;47.3717288153039;8.536853411647645;POINT (8.536854142815844 47.37173234952228)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;21;47.36452412827329;8.547164090599146;POINT (8.547164831984501 47.36452766998342)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Montag;9;47.37438298205416;8.538682465202;POINT (8.538683231391827 47.374386501645326)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;8;Montag;15;47.399216820749565;8.542639458824073;POINT (8.542640474075549 47.3992202316167)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Montag;22;47.37948017926908;8.527610555550089;POINT (8.527611286529028 47.37948370146668)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Montag;23;47.36495639368639;8.531060745611022;POINT (8.53106138115003 47.36495996733478)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Dienstag;17;47.370969247606226;8.531581146114444;POINT (8.531581834252584 47.3709727958622)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Mittwoch;6;47.41983859496694;8.556160767990248;POINT (8.556162084880915 47.41984189188593)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Mittwoch;8;47.33535642024063;8.541119791683066;POINT (8.541120266312625 47.33536009493881)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Mittwoch;9;47.37015750034596;8.548790631427918;POINT (8.548791431018728 47.370161015407426)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;11;47.40254796657953;8.547968210018276;POINT (8.54796929556889 47.402551352012864)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Donnerstag;15;47.38587558560448;8.51899979093008;POINT (8.519000513183702 47.38587909988415)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Donnerstag;17;47.38643030823683;8.534600028329157;POINT (8.534600869478588 47.38643378792938)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;21;47.381518757212476;8.492067111206849;POINT (8.492067593989077 47.381522339880284)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Freitag;7;47.408522574731755;8.550583623398719;POINT (8.550584785734827 47.4085259301578)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Freitag;8;47.41210039922354;8.566599414134659;POINT (8.566600728461276 47.412103701772075)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Freitag;11;47.39873406911675;8.532865851438123;POINT (8.532866790134609 47.39873750344578)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Freitag;12;47.39703988380156;8.53034057327418;POINT (8.530341477758325 47.39704333029)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;10;47.37242504337608;8.546838407676894;POINT (8.54683921334678 47.37242855340705)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Samstag;12;47.36029546713077;8.567688195702617;POINT (8.567689035102047 47.360298980843304)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Samstag;12;47.34329687922371;8.519487498457606;POINT (8.519487889940127 47.34330056337151)
Fussgaengerunfall;Unfall mit Schwerverletzten;True;True;False;Hauptstrasse;2019;9;Sonntag;17;47.36787268290525;8.49606084706852;POINT (8.496061254611877 47.367876311690125)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;9;Montag;0;47.39674668549622;8.509761613991616;POINT (8.509762359626274 47.39675017557768)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;20;47.36898323111515;8.538014986422697;POINT (8.538015702770918 47.36898677404482)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Dienstag;8;47.406849311937094;8.550601710643836;POINT (8.550602856813324 47.40685267402746)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Dienstag;14;47.399064061892396;8.589653190615332;POINT (8.589654531796532 47.3990673598684)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Dienstag;19;47.38003293882212;8.535739871000127;POINT (8.53574066472626 47.38003644181169)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;2;47.373345184881174;8.542805636844498;POINT (8.54280642275035 47.373348699880964)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Mittwoch;12;47.38921690359465;8.470311555075654;POINT (8.470311925698713 47.38922049428562)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;15;47.38243614946849;8.514533199620677;POINT (8.51453385982207 47.382439686248475)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;18;47.406849566770056;8.550575216314314;POINT (8.550576362292235 47.40685292892109)
Auffahrunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;9;Freitag;7;47.37059423574729;8.524608822806062;POINT (8.524609458786482 47.37059779968047)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;9;Samstag;2;47.38649779932999;8.523634796476905;POINT (8.523635558307157 47.386501301714254)
Tierunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Samstag;15;47.395058752433485;8.503581190058627;POINT (8.50358187320169 47.395062261165585)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Samstag;22;47.3722135712774;8.53221574274071;POINT (8.532216445609995 47.37221711319823)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;6;47.41036649764382;8.542141658857549;POINT (8.542142776400654 47.4103698651919)
Frontalkollision;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Montag;16;47.40500655450824;8.58546220933145;POINT (8.585463582852658 47.40500983856209)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;17;47.38662590183844;8.534842454793797;POINT (8.534843299409074 47.38662938022864)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;andere;2019;9;Dienstag;0;47.370419090739595;8.497938545909157;POINT (8.497938986787762 47.37042270615939)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Dienstag;8;47.38879572219243;8.491085062559451;POINT (8.491085595920582 47.388799278508195)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Dienstag;8;47.41195822073847;8.527956239123595;POINT (8.52795726374535 47.41196161361961)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;8;47.397459233604;8.53355504278661;POINT (8.533555974963356 47.397462671504286)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;16;47.40953540585754;8.54062714645881;POINT (8.540628244597244 47.409538780142306)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Donnerstag;10;47.36179840534384;8.560226928114645;POINT (8.560227732515216 47.36180192965696)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Donnerstag;19;47.410146089820195;8.541673323054402;POINT (8.541674434947264 47.410149459308876)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;9;Freitag;8;47.39974976176185;8.588541905157728;POINT (8.588543245897883 47.39975305974448)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Freitag;10;47.36690831459474;8.544300873205735;POINT (8.54430161516592 47.36691185266965)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Hauptstrasse;2019;9;Freitag;16;47.38241077178649;8.514360519977995;POINT (8.514361178686796 47.38241430900678)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Samstag;10;47.37517378348039;8.518743243719102;POINT (8.518743874958908 47.37517734076994)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Sonntag;14;47.39446087328845;8.52529375451732;POINT (8.525294598223601 47.39446434067476)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Sonntag;14;47.418512090791445;8.510040125869388;POINT (8.510041070227908 47.418515496319145)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;8;47.36902628968188;8.541047924565511;POINT (8.541048662062614 47.369029826034684)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Montag;18;47.4103175455651;8.548196202255022;POINT (8.548197364510518 47.410320899375456)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;9;Montag;19;47.40684943935433;8.550588463479105;POINT (8.55058960955281 47.40685280147502)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Dienstag;15;47.38489668227822;8.531270666238036;POINT (8.531271469965619 47.38490017517279)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Dienstag;20;47.37271551991871;8.542805840218904;POINT (8.542806620780409 47.37271903748299)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Mittwoch;7;47.37851256484506;8.541429455840454;POINT (8.541430276491758 47.37851606180925)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;10;47.39177698895021;8.518933947284701;POINT (8.518934719737938 47.39178048006167)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;17;47.360474314391496;8.552044283121731;POINT (8.552045023293404 47.36047786223949)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Donnerstag;10;47.38104687291784;8.503314573542287;POINT (8.503315138374733 47.3810504367573)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Donnerstag;20;47.374092401476766;8.502473920144627;POINT (8.502474423275123 47.374095994177196)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Freitag;18;47.42602033202738;8.508375254894561;POINT (8.508376256847919 47.42602371241596)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Samstag;1;47.36520694962955;8.509101716628402;POINT (8.509102199208217 47.36521056514625)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Samstag;11;47.38833046811164;8.539102718744305;POINT (8.539103609095147 47.388333930469486)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Montag;8;47.38699346492421;8.49045347141694;POINT (8.490453985283064 47.38699702932671)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;19;47.391291367221214;8.520844758422509;POINT (8.520845540991441 47.39129485634564)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Dienstag;17;47.37697916057067;8.490759141312019;POINT (8.490759578556862 47.37698276318922)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;7;47.38999629630978;8.539865614734696;POINT (8.539866525473123 47.389999750306565)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Mittwoch;9;47.37901831056866;8.518357623495282;POINT (8.518358283520032 47.379021853324375)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Donnerstag;9;47.40787671379613;8.565264505815868;POINT (8.565265768033008 47.407880036765256)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;9;Donnerstag;19;47.396910698487865;8.54110799378828;POINT (8.541108976466301 47.39691412200575)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Donnerstag;19;47.40854350522226;8.52950296384004;POINT (8.529503968115938 47.40854690811952)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Freitag;10;47.37771225805672;8.537625533709154;POINT (8.53762632084182 47.37771576641102)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Freitag;21;47.35614851752735;8.53217760623071;POINT (8.532178179601901 47.35615212471268)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Freitag;22;47.376899397917434;8.53702611707411;POINT (8.53702689306078 47.376902910831404)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Samstag;10;47.351154648263915;8.58247793945429;POINT (8.58247879270529 47.351158166227826)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;9;Samstag;22;47.33953732429247;8.5299580736518;POINT (8.529958507179272 47.33954100379799)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;9;47.38805845616763;8.52027581872606;POINT (8.52027656910559 47.388061959228565)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;9;Montag;17;47.37070398382961;8.516732802876893;POINT (8.516733383510504 47.37070756288498)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;9;Montag;17;47.39769111815182;8.59652557177406;POINT (8.596526944069897 47.39769440396489)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Dienstag;8;47.37258946336768;8.534315571085108;POINT (8.5343162917712 47.37259299941007)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;10;Dienstag;9;47.39354322393193;8.529129766691371;POINT (8.529130630783094 47.3935466868746)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;16;47.387482115607355;8.499972928676607;POINT (8.499973520458553 47.387485660614935)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Mittwoch;8;47.42864191131753;8.552726755200847;POINT (8.55272813737443 47.42864518160129)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Donnerstag;9;47.37326370801464;8.519075314433898;POINT (8.51907593253493 47.373267272265736)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Donnerstag;19;47.413148604369574;8.48377431141097;POINT (8.48377499028926 47.413152081466144)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Freitag;1;47.37271758253286;8.535033233716609;POINT (8.535033960482059 47.372721116558886)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Freitag;17;47.343504888369196;8.535584292541822;POINT (8.535584791952125 47.34350854050059)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Samstag;5;47.41260015912264;8.517050387397926;POINT (8.517051332681163 47.412603572808685)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Samstag;14;47.372887829294825;8.535102940774237;POINT (8.53510366944889 47.37289136248614)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Sonntag;2;47.382561194366595;8.514628428794932;POINT (8.514629090743082 47.382564730464885)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Sonntag;13;47.36973136007579;8.543512006651131;POINT (8.543512766860468 47.36973488829756)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Sonntag;19;47.381494821150206;8.534299925480504;POINT (8.534300721550268 47.38149832130308)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;10;47.3571353284515;8.514261157570612;POINT (8.514261615305655 47.35713896654139)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Montag;17;47.41917716324629;8.50621019214258;POINT (8.506211111494355 47.41918057408795)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;7;47.396821523020705;8.541026665528292;POINT (8.541027646790704 47.396824947076354)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Dienstag;8;47.373152655841906;8.503911718806616;POINT (8.503912225234192 47.37315624957617)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Dienstag;10;47.38101025842156;8.535124299582295;POINT (8.535125097348036 47.38101375877885)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Mittwoch;9;47.38880356750195;8.530953381647763;POINT (8.530954217190555 47.38880704545125)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Mittwoch;18;47.40683145275672;8.550588088193116;POINT (8.550589234089372 47.406834814950415)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;10;Donnerstag;9;47.365228382357095;8.547827462803541;POINT (8.547828214472018 47.36523191974407)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;10;Freitag;0;47.40603576235803;8.550081250602961;POINT (8.550082385074658 47.40603912892161)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Freitag;8;47.3725987078936;8.534289278492459;POINT (8.534289999071975 47.372602243953395)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;10;Freitag;10;47.402378495934755;8.53556390986176;POINT (8.535564902295594 47.402381909910154)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;True;Nebenstrasse;2019;10;Freitag;17;47.37969399008636;8.516318642657778;POINT (8.516319293321367 47.37969753419853)
Fussgaengerunfall;Unfall mit Schwerverletzten;True;True;False;Nebenstrasse;2019;10;Sonntag;1;47.38543319251273;8.521096689338826;POINT (8.521097423345083 47.38543670430317)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;10;Sonntag;14;47.39167335653901;8.519435194050555;POINT (8.519435969371036 47.391676847037566)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;True;Hauptstrasse;2019;10;Sonntag;16;47.41063836346023;8.551316811505192;POINT (8.551317999998211 47.41064170869846)
Parkierunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;10;Montag;13;47.38326709929748;8.493677669052797;POINT (8.49367817813987 47.38327067228083)
Einbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;10;Montag;16;47.335952122403604;8.515170606262513;POINT (8.515170916935727 47.33595584436316)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;18;47.37842907587433;8.534130986891515;POINT (8.534131755494888 47.378432588726355)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;10;Montag;19;47.37911639872835;8.522292737157422;POINT (8.522293426662918 47.379119933215314)
